source,context,hypothesis,vtype,n,estimate,lo,hi,p_holm,verdict
D2 purity series,purity 1.0 native union,H2,indel,1359,0.0014716703458425,0.0004036779068518,0.0053500792671334,0.0,supported
D2 purity series,purity 1.0 native union,H1,snv,168149,0.4571540716864209,0.454774016426836,0.4595360845801181,1.0,not supported
D2 purity series,purity 1.0 native union,H2,snv,10710,0.0,0.0,0.0003585510235016,0.0,supported
D2 purity series,purity 1.0 shared4 union,H1,indel,24998,0.2279382350588047,0.2227799480039798,0.2331801250809091,1.0,not supported
D2 purity series,purity 1.0 shared4 union,H2,indel,1359,0.0014716703458425,0.0004036779068518,0.0053500792671334,0.0,supported
D2 purity series,purity 1.0 shared4 union,H1,snv,120187,0.639694808922762,0.636976188979269,0.6424044992032386,1.0,not supported
D2 purity series,purity 1.0 shared4 union,H2,snv,8011,0.0051179628011484,0.0037750579520104,0.0069352548173359,0.0,supported
D2 purity series,purity 1.0 native union_hc,H1,indel,2619,0.3505154639175257,0.3324731186221816,0.3689956844704536,1.0,not supported
D2 purity series,purity 1.0 native union_hc,H2,indel,1183,0.0016906170752324,0.0004637506776849,0.0061432470492783,0.0,supported
D2 purity series,purity 1.0 native union_hc,H1,snv,52553,0.4929690027210625,0.4886952606570053,0.4972437725975137,1.0,not supported
D2 purity series,purity 1.0 native union_hc,H2,snv,4312,0.0,0.0,0.000890083395636,0.0,supported
D2 purity series,purity 1.0 shared4 union_hc,H1,indel,2619,0.3505154639175257,0.3324731186221816,0.3689956844704536,1.0,not supported
D2 purity series,purity 1.0 shared4 union_hc,H2,indel,1183,0.0016906170752324,0.0004637506776849,0.0061432470492783,0.0,supported
D2 purity series,purity 1.0 shared4 union_hc,H1,snv,29024,0.8926405733186329,0.8890270107517373,0.896150214097484,0.0,supported
D2 purity series,purity 1.0 shared4 union_hc,H2,snv,4312,0.0078849721706864,0.0056481482346008,0.0109978429367998,0.0,supported
D2 purity series,purity 0.75 native truth,H1,indel,604,0.7251655629139073,0.6882239469597435,0.7592611596463801,0.9999961145419406,not supported
D2 purity series,purity 0.75 native truth,H2,indel,196,0.3979591836734694,0.332028626610804,0.4678127064336589,0.0052087197349479,supported
D2 purity series,purity 0.75 native truth,H1,snv,23650,0.9256236786469344,0.9222101068258852,0.9288990051992412,0.0,supported
D2 purity series,purity 0.75 native truth,H2,snv,2841,0.0010559662090813,0.0003591873378946,0.0031002176810317,0.0,supported
D2 purity series,purity 0.75 shared4 truth,H1,indel,604,0.7251655629139073,0.6882239469597435,0.7592611596463801,0.9999961145419406,not supported
D2 purity series,purity 0.75 shared4 truth,H2,indel,196,0.3979591836734694,0.332028626610804,0.4678127064336589,0.0052087197349479,supported
D2 purity series,purity 0.75 shared4 truth,H1,snv,23650,0.9265961945031712,0.9232026451513656,0.9298511827069198,0.0,supported
D2 purity series,purity 0.75 shared4 truth,H2,snv,2841,0.2632875747976064,0.2474201553132032,0.2797942714065343,8.634458919064235e-146,supported
D2 purity series,purity 0.75 native union,H1,indel,22374,0.2414856529900777,0.2359223900017286,0.2471376709390359,1.0,not supported
D2 purity series,purity 0.75 native union,H2,indel,1057,0.0009460737937559,0.0001670247813709,0.0053394142554177,2.05542439e-315,supported
D2 purity series,purity 0.75 native union,H1,snv,147472,0.5042380926548768,0.5016862091739165,0.5067897553476965,1.0,not supported
D2 purity series,purity 0.75 native union,H2,snv,9722,0.0,0.0,0.0003949744438009,0.0,supported
D2 purity series,purity 0.75 shared4 union,H1,indel,22374,0.2414856529900777,0.2359223900017286,0.2471376709390359,1.0,not supported
D2 purity series,purity 0.75 shared4 union,H2,indel,1057,0.0009460737937559,0.0001670247813709,0.0053394142554177,2.05542439e-315,supported
D2 purity series,purity 0.75 shared4 union,H1,snv,113190,0.6571075183320081,0.6543369346813339,0.6598674384685843,1.0,not supported
D2 purity series,purity 0.75 shared4 union,H2,snv,7502,0.0325246600906425,0.0287437349604181,0.0367840891375307,0.0,supported
D2 purity series,purity 0.75 native union_hc,H1,indel,1944,0.3996913580246913,0.37813519298443,0.4216431728400028,1.0,not supported
D2 purity series,purity 0.75 native union_hc,H2,indel,925,0.001081081081081,0.0001908628539959,0.0060981101082045,9.794589797172845e-276,supported
D2 purity series,purity 0.75 native union_hc,H1,snv,42628,0.5340386600356574,0.5293003481791421,0.5387708375988198,1.0,not supported
D2 purity series,purity 0.75 native union_hc,H2,snv,4489,0.0,0.0,0.0008550176666377,0.0,supported
D2 purity series,purity 0.75 shared4 union_hc,H1,indel,1944,0.3996913580246913,0.37813519298443,0.4216431728400028,1.0,not supported
D2 purity series,purity 0.75 shared4 union_hc,H2,indel,925,0.001081081081081,0.0001908628539959,0.0060981101082045,6.529726531448563e-276,supported
D2 purity series,purity 0.75 shared4 union_hc,H1,snv,24999,0.9106764270570824,0.9070775306276296,0.9141491301028136,0.0,supported
D2 purity series,purity 0.75 shared4 union_hc,H2,snv,4489,0.0414346179550011,0.0359860539141709,0.0476673450017452,0.0,supported
D2 purity series,purity 0.5 native truth,H1,indel,330,0.6848484848484848,0.632841041581689,0.7326018858215431,0.9999997235320054,not supported
D2 purity series,purity 0.5 native truth,H2,indel,389,0.3804627249357326,0.3336076859116896,0.4296555901203641,2.789232098754913e-06,supported
D2 purity series,purity 0.5 native truth,H1,snv,16636,0.9245611925943736,0.920449263037196,0.9284770945220512,0.0,supported
D2 purity series,purity 0.5 native truth,H2,snv,5145,0.0003887269193391,0.0001066094158182,0.0014163465507634,0.0,supported
D2 purity series,purity 0.5 shared4 truth,H1,indel,330,0.6848484848484848,0.632841041581689,0.7326018858215431,0.9999997235320054,not supported
D2 purity series,purity 0.5 shared4 truth,H2,indel,389,0.3804627249357326,0.3336076859116896,0.4296555901203641,2.789232098754913e-06,supported
D2 purity series,purity 0.5 shared4 truth,H1,snv,16636,0.9300312575138254,0.9260547941220778,0.933809167647546,0.0,supported
D2 purity series,purity 0.5 shared4 truth,H2,snv,5145,0.2672497570456754,0.2553348417589056,0.2795119739462031,1.1982536040134956e-253,supported
D2 purity series,purity 0.5 native union,H1,indel,19008,0.249631734006734,0.2435300181525055,0.2558346267391628,1.0,not supported
D2 purity series,purity 0.5 native union,H2,indel,831,0.003610108303249,0.0012285058669482,0.0105599106242455,2.0037790330020368e-242,supported
D2 purity series,purity 0.5 native union,H1,snv,125521,0.5348587089012994,0.5320983653386211,0.5376169188895676,1.0,not supported
D2 purity series,purity 0.5 native union,H2,snv,8032,0.0,2.710505431213761e-20,0.0004780406433326,0.0,supported
D2 purity series,purity 0.5 shared4 union,H1,indel,19008,0.249631734006734,0.2435300181525055,0.2558346267391628,1.0,not supported
D2 purity series,purity 0.5 shared4 union,H2,indel,831,0.003610108303249,0.0012285058669482,0.0105599106242455,2.0037790330020368e-242,supported
D2 purity series,purity 0.5 shared4 union,H1,snv,102697,0.6540015774560114,0.6510865178516716,0.65690511640074,1.0,not supported
D2 purity series,purity 0.5 shared4 union,H2,snv,6391,0.1112501955875449,0.1037733981195188,0.1191940465000762,0.0,supported
D2 purity series,purity 0.5 native union_hc,H1,indel,1102,0.4010889292196007,0.3725434338115185,0.4303216168147418,1.0,not supported
D2 purity series,purity 0.5 native union_hc,H2,indel,745,0.0040268456375838,0.0013704158080156,0.0117718303974667,1.1171100825563191e-216,supported
D2 purity series,purity 0.5 native union_hc,H1,snv,29535,0.5403081090231928,0.5346194999183592,0.5459862341731178,1.0,not supported
D2 purity series,purity 0.5 native union_hc,H2,snv,4506,0.0,0.0,0.000851794648608,0.0,supported
D2 purity series,purity 0.5 shared4 union_hc,H1,indel,1102,0.4010889292196007,0.3725434338115185,0.4303216168147418,1.0,not supported
D2 purity series,purity 0.5 shared4 union_hc,H2,indel,745,0.0040268456375838,0.0013704158080156,0.0117718303974667,7.447400550375459e-217,supported
D2 purity series,purity 0.5 shared4 union_hc,H1,snv,17337,0.9205168137509372,0.916396647806701,0.9244506683183848,0.0,supported
D2 purity series,purity 0.5 shared4 union_hc,H2,snv,4506,0.133155792276964,0.1235477683595313,0.1433887680604194,0.0,supported
D2 purity series,purity 0.2 native truth,H2,indel,967,0.1530506721820062,0.1317344232716412,0.1771125631198538,3.7329484862541984e-113,supported
D2 purity series,purity 0.2 native truth,H1,snv,155,0.7612903225806451,0.688376411529281,0.8215660216451439,0.9020154316470164,not supported
D2 purity series,purity 0.2 native truth,H2,snv,14816,0.0045221382289416,0.0035627385620832,0.005738404044854,0.0,supported
D2 purity series,purity 0.2 shared4 truth,H2,indel,967,0.1530506721820062,0.1317344232716412,0.1771125631198538,3.7329484862541984e-113,supported
D2 purity series,purity 0.2 shared4 truth,H1,snv,155,0.9483870967741936,0.901468492857218,0.9736179048124742,1.2638744017787124e-07,supported
D2 purity series,purity 0.2 shared4 truth,H2,snv,14816,0.2683585313174946,0.2612843214476658,0.2755528289987323,0.0,supported
D2 purity series,purity 0.2 native union,H1,indel,8982,0.218436873747495,0.210013329194141,0.2271011555005606,1.0,not supported
D2 purity series,purity 0.2 native union,H2,indel,703,0.0,0.0,0.005434682378568,7.129093373606848e-212,supported
D2 purity series,purity 0.2 native union,H1,snv,72305,0.4613927114307448,0.4577612727447779,0.4650282521962424,1.0,not supported
D2 purity series,purity 0.2 native union,H2,snv,9088,0.0,0.0,0.0004225171367201,0.0,supported
D2 purity series,purity 0.2 shared4 union,H1,indel,8982,0.218436873747495,0.210013329194141,0.2271011555005606,1.0,not supported
D2 purity series,purity 0.2 shared4 union,H2,indel,703,0.0,0.0,0.005434682378568,7.129093373606848e-212,supported
D2 purity series,purity 0.2 shared4 union,H1,snv,54801,0.6091677159175928,0.6050749606613335,0.6132451672965273,1.0,not supported
D2 purity series,purity 0.2 shared4 union,H2,snv,8226,0.2332847070265013,0.2242711662788122,0.2425472381879022,0.0,supported
D2 purity series,purity 0.2 native union_hc,H1,indel,231,0.1428571428571428,0.1035648222920251,0.1938335126162049,1.0,not supported
D2 purity series,purity 0.2 native union_hc,H2,indel,633,0.0,0.0,0.0060320488992782,8.416547900192268e-191,supported
D2 purity series,purity 0.2 native union_hc,H1,snv,12855,0.1468689225982108,0.1408553593759914,0.1530934750446912,1.0,not supported
D2 purity series,purity 0.2 native union_hc,H2,snv,7508,0.0,0.0,0.0005113871001874,0.0,supported
D2 purity series,purity 0.2 shared4 union_hc,H1,indel,231,0.1428571428571428,0.1035648222920251,0.1938335126162049,1.0,not supported
D2 purity series,purity 0.2 shared4 union_hc,H2,indel,633,0.0,0.0,0.0060320488992782,8.416547900192268e-191,supported
D2 purity series,purity 0.2 shared4 union_hc,H1,snv,2237,0.8439874832364774,0.8283620579174804,0.8584335178882003,9.955897116482365e-08,supported
D2 purity series,purity 0.2 shared4 union_hc,H2,snv,7508,0.2527970165157165,0.2430942803372437,0.2627525855279529,0.0,supported
D2 purity series,purity 0.1 native truth,H2,indel,1434,0.0348675034867503,0.0265471807515178,0.0456732008376067,0.0,supported
D2 purity series,purity 0.1 native truth,H2,snv,28029,0.0055299867993863,0.0047270003479894,0.0064684918849943,0.0,supported
D2 purity series,purity 0.1 shared4 truth,H2,indel,1434,0.0348675034867503,0.0265471807515178,0.0456732008376067,0.0,supported
D2 purity series,purity 0.1 shared4 truth,H2,snv,28029,0.1913018659245781,0.1867396341511038,0.1959487021197495,0.0,supported
D2 purity series,purity 0.1 native union,H1,indel,2098,0.1258341277407054,0.1123225394857153,0.140713414576729,1.0,not supported
D2 purity series,purity 0.1 native union,H2,indel,1112,0.0,0.0,0.0034426564726803,0.0,supported
D2 purity series,purity 0.1 native union,H1,snv,27808,0.2279919447640966,0.2230987255179401,0.2329603052226488,1.0,not supported
D2 purity series,purity 0.1 native union,H2,snv,13967,0.0,0.0,0.0002749625949171,0.0,supported
D2 purity series,purity 0.1 shared4 union,H1,indel,2098,0.1258341277407054,0.1123225394857153,0.140713414576729,1.0,not supported
D2 purity series,purity 0.1 shared4 union,H2,indel,1112,0.0,0.0,0.0034426564726803,0.0,supported
D2 purity series,purity 0.1 shared4 union,H1,snv,12678,0.5008676447389178,0.4921652375935972,0.5095695262473983,1.0,not supported
D2 purity series,purity 0.1 shared4 union,H2,snv,13465,0.1533605644262903,0.1473732275777989,0.1595456318845682,0.0,supported
D2 purity series,purity 0.1 native union_hc,H1,indel,112,0.0,3.469446951953614e-18,0.0331613470669438,1.0,not supported
D2 purity series,purity 0.1 native union_hc,H2,indel,1013,0.0,0.0,0.0037778345752634,3.4177134466670613e-305,supported
D2 purity series,purity 0.1 native union_hc,H1,snv,9980,0.0090180360721442,0.0073430172361142,0.0110708828221915,1.0,not supported
D2 purity series,purity 0.1 native union_hc,H2,snv,12871,0.0,0.0,0.0002983694077306,0.0,supported
D2 purity series,purity 0.1 shared4 union_hc,H1,indel,112,0.0,3.469446951953614e-18,0.0331613470669438,1.0,not supported
D2 purity series,purity 0.1 shared4 union_hc,H2,indel,1013,0.0,0.0,0.0037778345752634,3.4177134466670613e-305,supported
D2 purity series,purity 0.1 shared4 union_hc,H1,snv,255,0.3529411764705882,0.2968651880492194,0.4133821566315476,1.0,not supported
D2 purity series,purity 0.1 shared4 union_hc,H2,snv,12871,0.1576412089192758,0.1514480390276464,0.1640386775903576,0.0,supported
D2 purity series,purity 0.05 native truth,H2,indel,1625,0.0067692307692307,0.0037840206307636,0.0120809112696091,0.0,supported
D2 purity series,purity 0.05 native truth,H2,snv,39291,0.0023415031432134,0.0019098043061098,0.0028705040460066,0.0,supported
D2 purity series,purity 0.05 shared4 truth,H2,indel,1625,0.0067692307692307,0.0037840206307636,0.0120809112696091,0.0,supported
D2 purity series,purity 0.05 shared4 truth,H2,snv,39291,0.10704741543865,0.1040286793502093,0.1101429815188167,0.0,supported
D2 purity series,purity 0.05 native union,H1,indel,419,0.035799522673031,0.0218130007618707,0.0582204446696109,1.0,not supported
D2 purity series,purity 0.05 native union,H2,indel,879,0.0,4.336808689942019e-19,0.0043512442492512,7.443120774972072e-265,supported
D2 purity series,purity 0.05 native union,H1,snv,18183,0.0198537095088819,0.0179252091708513,0.0219850446499767,1.0,not supported
D2 purity series,purity 0.05 native union,H2,snv,13368,0.0,2.710505431213761e-20,0.0002872797162996,0.0,supported
D2 purity series,purity 0.05 shared4 union,H1,indel,419,0.035799522673031,0.0218130007618707,0.0582204446696109,1.0,not supported
D2 purity series,purity 0.05 shared4 union,H2,indel,879,0.0,4.336808689942019e-19,0.0043512442492512,7.443120774972072e-265,supported
D2 purity series,purity 0.05 shared4 union,H1,snv,2419,0.1492352211657709,0.1355923116192676,0.1639904184756656,1.0,not supported
D2 purity series,purity 0.05 shared4 union,H2,snv,13090,0.1031321619556913,0.0980380359796338,0.1084591533535428,0.0,supported
D2 purity series,purity 0.05 native union_hc,H1,indel,127,0.0,0.0,0.0293596452937633,1.0,not supported
D2 purity series,purity 0.05 native union_hc,H2,indel,779,0.0,0.0,0.0049070712561405,9.435276517964552e-235,supported
D2 purity series,purity 0.05 native union_hc,H1,snv,10929,0.0001829993595022,5.018645956594457e-05,0.0006670524074046,1.0,not supported
D2 purity series,purity 0.05 native union_hc,H2,snv,12519,0.0,0.0,0.0003067561649906,0.0,supported
D2 purity series,purity 0.05 shared4 union_hc,H1,indel,127,0.0,0.0,0.0293596452937633,1.0,not supported
D2 purity series,purity 0.05 shared4 union_hc,H2,indel,779,0.0,0.0,0.0049070712561405,9.435276517964552e-235,supported
D2 purity series,purity 0.05 shared4 union_hc,H1,snv,177,0.0112994350282485,0.0031042018316274,0.0402567557266114,1.0,not supported
D2 purity series,purity 0.05 shared4 union_hc,H2,snv,12519,0.1056793673616103,0.1004145559735128,0.1111860993197975,0.0,supported
D3 TCGA MC3,MC3 PASS starred_counted,H1,indel,102142,0.6384249378316461,0.63547332607366,0.6413661379333015,1.0,not supported
D3 TCGA MC3,MC3 PASS starred_counted,H1,snv,1938652,0.8405835601232197,0.8400675912335626,0.8410981792759166,0.0,supported
D3 TCGA MC3,MC3 PASS starred_counted,H2,snv,28396,0.0,0.0,0.0001352633896306,0.0,supported
D3 TCGA MC3,MC3 PASS strict,H1,indel,102142,0.0,0.0,3.760758897113574e-05,1.0,not supported
D3 TCGA MC3,MC3 PASS strict,H1,snv,1938652,0.8405835601232197,0.8400675912335626,0.8410981792759166,0.0,supported
D3 TCGA MC3,MC3 PASS strict,H2,snv,28396,0.0,0.0,0.0001352633896306,0.0,supported
